,CVEGEO,nom_mun_x,PROG1,BEN1,FOTO1,PROG2,BEN2,FOTO2,PROG3,BEN3,FOTO3,PROG4,BEN4,FOTO4,PROG5,BEN5,FOTO5,PROG6,BEN6,FOTO6,PROG7,BEN7,FOTO7,PROG8,BEN8,FOTO8,PROG9,BEN9,FOTO9,PROG10,BEN10,FOTO10,PROG11,BEN11,FOTO11,PROG12,BEN12,FOTO12,PROG13,BEN13,FOTO13,PROG14,BEN14,FOTO14,PROG15,BEN15,FOTO15,mapa,cve_ent,cve_mun,nom_mun_y,latitud,longitud,lat_decimal,lon_decimal,altitud
188,30189,Tuxpan,0,0,0,0,0,0,Capacitación en materia industrial,6,0,Capacitación en materia industrial,6,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,5,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,Vinculación industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,8,0,Diseño de logotipo e imagen corporativa,1,0,301890001,30,189,Tuxpan,"20°57´51.468""N","097°24´14.138""W",20.964297,-97.403927,20
189,30190,Tuxtilla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301900001,30,190,Tuxtilla,"18°14´20.255""N","095°53´41.086""W",18.23896,-95.894746,8
190,30191,Ursulo Galván,0,0,0,0,0,0,Capacitación en materia industrial,1,0,Capacitación en materia industrial,1,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301910001,30,191,Ursulo Galván,"19°24´23.206""N","096°21´35.857""W",19.406446,-96.35996,6
191,30192,Vega de Alatorre,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diseño de logotipo e imagen corporativa,1,0,301920001,30,192,Vega de Alatorre,"20°01´38.877""N","096°38´59.154""W",20.027466,-96.649765,20
192,30193,Veracruz,0,0,0,Asesorías en materia industrial,33,https://www.flickr.com/photos/193071064@N03/albums/72157719257839583,Capacitación en materia industrial,113,0,Capacitación en materia industrial,113,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,36,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,49,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,Vinculación industrial,8,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,29,0,Marca de Certificación Hecho en Veracruz,23,0,Obtención de Código de Barras,1,0,Estudio de contenido nutrimental,2,0,Registro de Marca ante el IMPI,17,0,Diseño de logotipo e imagen corporativa,4,0,301930001,30,193,Veracruz,"19°11´25.164""N","096°09´10.899""W",19.190323,-96.153028,8
193,30194,Villa Aldama,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301940001,30,194,Villa Aldama,"19°38´55.991""N","097°13´22.890""W",19.648886,-97.223025,2398
194,30195,Xoxocotla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301950001,30,195,Xoxocotla,"18°38´52.099""N","097°09´06.832""W",18.647805,-97.151898,2119
195,30196,Yanga,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301960001,30,196,Yanga,"18°50´01.810""N","096°47´54.593""W",18.833836,-96.798498,515
196,30197,Yecuatla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301970001,30,197,Yecuatla,"19°51´58.271""N","096°46´34.416""W",19.866186,-96.776227,440
197,30198,Zacualpan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301980001,30,198,Zacualpan,"20°26´01.344""N","098°20´55.309""W",20.433707,-98.348697,1695
198,30199,Zaragoza,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301990001,30,199,Zaragoza,"17°57´20.691""N","094°38´32.689""W",17.955748,-94.642414,19
199,30200,Zentla,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,3,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302000001,30,200,Zentla,"19°06´55.089""N","096°51´31.532""W",19.115303,-96.858759,931
200,30201,Zongolica,0,0,0,0,0,0,Capacitación en materia industrial,3,0,Capacitación en materia industrial,3,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,17,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,Registro Único de Productores Veracruzanos,3,0,Marca de Certificación Hecho en Veracruz,3,0,0,0,0,0,0,0,Registro de Marca ante el IMPI,2,0,Diseño de logotipo e imagen corporativa,1,0,302010001,30,201,Zongolica,"18°40´00.807""N","096°59´54.112""W",18.666891,-96.998364,1187
201,30202,Zontecomatlán de López y Fuentes,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302020001,30,202,Zontecomatlán de López y Fuentes,"20°45´43.133""N","098°20´34.500""W",20.761981,-98.342917,500
202,30203,Zozocolco de Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302030001,30,203,Zozocolco de Hidalgo,"20°08´27.043""N","097°34´31.848""W",20.140845,-97.575513,290
203,30204,Agua Dulce,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,Gestíon y Acompañamiento en materia industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302040001,30,204,Agua Dulce,"18°08´17.780""N","094°08´50.060""W",18.138272,-94.147239,10
204,30205,El Higo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302050001,30,205,El Higo,"21°46´07.443""N","098°27´13.407""W",21.768734,-98.453724,27
205,30206,Nanchital de Lázaro Cárdenas del Río,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,Atención y Atracción de Inversiones,1,https://www.flickr.com/photos/193071064@N03/albums/72157719270644337,0,0,0,PDIT,4,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302060001,30,206,Nanchital de Lázaro Cárdenas del Río,"18°04´19.709""N","094°24´40.233""W",18.072141,-94.411176,5
206,30207,Tres Valles,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302070001,30,207,Tres Valles,"18°14´27.319""N","096°08´05.269""W",18.240922,-96.134797,41
207,30208,Carlos A. Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,Vinculación industrial,1,https://www.flickr.com/photos/193071064@N03/albums/72157719313133965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302080001,30,208,Carlos A. Carrillo,"18°22´18.244""N","095°44´41.135""W",18.371734,-95.74476,1
208,30209,Tatahuicapan de Juárez,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,2,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302090001,30,209,Tatahuicapan de Juárez,"18°14´47.210""N","094°45´36.861""W",18.246447,-94.760239,119
209,30210,Uxpanapa,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,PDIT,3,https://www.flickr.com/photos/193071064@N03/albums/72157719270736637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302100001,30,210,Uxpanapa,"17°16´33.685""N","094°27´04.798""W",17.276024,-94.451333,114
210,30211,San Rafael,0,0,0,0,0,0,Capacitación en materia industrial,2,0,Capacitación en materia industrial,2,0,Plataforma Digital,,0,0,0,0,Gestíon y Acompañamiento en materia industrial,2,https://www.flickr.com/photos/193071064@N03/albums/72157719260099024,0,0,0,0,0,0,Registro Único de Productores Veracruzanos,1,0,Marca de Certificación Hecho en Veracruz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302110001,30,211,San Rafael,"20°11´16.891""N","096°52´15.435""W",20.188025,-96.870954,9
211,30212,Santiago Sochiapan,0,0,0,0,0,0,0,0,0,0,0,0,Plataforma Digital,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302120001,30,212,Santiago Sochiapan,"17°39´49.435""N","095°44´04.567""W",17.663732,-95.734602,130
